run,partition,clients_per_round,rounds,final_round,final_train_loss,final_val_loss,final_perplexity,final_token_accuracy,total_comm_bytes,client_val_loss_gap,avg_round_time_sec,runtime_sec
iid_baseline,iid,4,6,6,0.9376368403434754,0.9904312491416931,2.6923953151938074,0.01827898499969793,566231040.0,0.05347806215286255,36.460036704937615,1139.1687145233154
non_iid_baseline,non_iid,4,6,6,0.8638848270945124,1.0202876207019602,2.7739925069071747,0.019080145145488704,566231040.0,0.29202568531036377,57.358914652838024,1080.8204023838043
high_client_fraction,non_iid,6,6,6,0.8875556519034794,0.9926414801014795,2.698352711861493,0.022130958952762785,566231040.0,0.21320801973342896,54.92285819774823,1617.6984252929688
more_rounds_non_iid,non_iid,4,10,10,0.7830616009330709,0.9985996198586443,2.714477864687177,0.024928985296023536,943718400.0,0.25872963666915894,53.34404555280364,1807.7808899879456
